672227/1000000  186363/250000  11509/20000  164201/200000
249489/250000  -2993/31250  -927321/1000000  -366557/1000000
-810743/1000000  585299/1000000  221771/250000  -230713/500000
366659/500000  683877/1000000  -335391/500000  9279/12500
-762471/1000000  648427/1000000  -142099/1000000  198309/200000
910169/1000000  -418919/1000000  -238259/1000000  971017/1000000
-587503/1000000  -161371/200000  -821969/1000000  142311/250000
-995547/1000000  309/31250  98149/100000  -95181/500000
864861/1000000  -502559/1000000  -68653/100000  72811/100000
250151/250000  23659/500000  -201167/250000  296807/500000
957851/1000000  -918/3125  479103/500000  11589/40000
-879083/1000000  236877/500000  494229/500000  10703/62500
-96937/100000  118977/500000  -97421/500000  491761/500000
-750139/1000000  664841/1000000  60143/250000  -60509/62500
997833/1000000  47349/500000  66977/100000  -741143/1000000
-1851/12500  -986499/1000000  24417/62500  462019/500000
124227/125000  -66243/500000  -132599/200000  -29743/40000
-138629/250000  208183/250000  -196247/250000  -613187/1000000
476369/1000000  882121/1000000  32493/500000  200423/200000
336309/1000000  944379/1000000  -391133/500000  -618693/1000000
182227/200000  51997/125000  -99661/100000  -21241/1000000
478883/500000  -36527/125000  -552759/1000000  417093/500000
419681/1000000  -226767/250000  -244233/250000  -847/4000
-375539/1000000  -115329/125000  -673789/1000000  184497/250000
-912877/1000000  -400999/1000000  -163321/200000  -570489/1000000
960461/1000000  290551/1000000  248543/250000  -58629/500000
-18697/500000  -996043/1000000  96531/1000000  19969/20000
-244099/250000  -209133/1000000  166711/250000  -744529/1000000
246563/250000  2844/15625  36459/125000  -4777/5000
-9461/12500  81947/125000  -245571/1000000  485997/500000
127909/500000  194311/200000  -7669/50000  -9851/10000
30867/1000000  -997289/1000000  -160389/1000000  197743/200000
9189/50000  492697/500000  -111201/500000  -60811/62500
255403/1000000  -482921/500000  198043/200000  31687/200000
21149/25000  538189/1000000  -345833/500000  -718869/1000000
-219163/250000  59891/125000  -857617/1000000  -253127/500000
-490107/500000  19519/100000  671123/1000000  -148311/200000
981301/1000000  210357/1000000  -22371/25000  87747/200000
-729101/1000000  684043/1000000  84171/500000  -49131/50000
475907/500000  -310081/1000000  -219707/250000  473523/1000000
886061/1000000  9317/20000  -383379/1000000  -919481/1000000
155049/250000  -195997/250000  771949/1000000  160597/250000
37783/50000  -131027/200000  -873531/1000000  487449/1000000
-240397/500000  878641/1000000  -293613/500000  101293/125000
886489/1000000  -7293/15625  241453/500000  879121/1000000
46641/50000  367167/1000000  -60529/62500  48673/200000
-26663/100000  966439/1000000  -143243/1000000  -987487/1000000
73153/100000  344507/500000  47383/62500  -324169/500000
12073/125000  498933/500000  -53321/125000  906311/1000000
-306933/1000000  -95073/100000  -314531/1000000  -236789/250000
332519/1000000  -941229/1000000  232209/250000  -182977/500000
-22221/31250  -349059/500000  413993/1000000  18303/20000
-933189/1000000  -174239/500000  566971/1000000  -410677/500000
-266667/1000000  -96203/100000  -391627/1000000  -57469/62500
503621/1000000  -863689/1000000  -27129/500000  -997627/1000000
-986269/1000000  -7373/50000  -111897/1000000  497893/500000
-112107/125000  441719/1000000  -78069/250000  -946081/1000000
873603/1000000  489527/1000000  1249/1250  -12971/250000
400861/1000000  -914909/1000000  249441/1000000  194339/200000
571149/1000000  412049/500000  2771/125000  -498513/500000
1001613/1000000  -44863/1000000  203671/500000  -91301/100000
-96751/100000  245703/1000000  -151977/1000000  -493413/500000
710553/1000000  706003/1000000  -221749/250000  232143/500000
-2821/8000  -233079/250000  664637/1000000  749693/1000000
91271/125000  -682219/1000000  1607/2000  -594843/1000000
-482661/1000000  -436609/500000  -519123/1000000  -213091/250000
991667/1000000  -3719/25000  -151601/250000  31771/40000
381201/500000  -649521/1000000  -985659/1000000  -19197/125000
499319/500000  -63169/1000000  403517/1000000  -4569/5000
811869/1000000  -58597/100000  226649/500000  447709/500000
-936429/1000000  -344721/1000000  -144977/200000  -21343/31250
-3773/15625  -968523/1000000  12623/200000  -996169/1000000
199893/200000  -22353/500000  -18133/250000  -995269/1000000
60823/62500  -240523/1000000  -177939/200000  -450577/1000000
-30719/31250  44593/250000  2341/2500  -5554/15625
463641/500000  192029/500000  -347/15625  -39881/40000
-18323/25000  543/800  966499/1000000  -126257/500000
817801/1000000  1807/3125  -444471/500000  -45303/100000
-256769/500000  -854657/1000000  970223/1000000  125801/500000
-143921/200000  692933/1000000  -736351/1000000  135051/200000
-319069/1000000  -471801/500000  -198917/200000  -6419/100000
747607/1000000  83747/125000  11097/250000  250347/250000
747/2000  931447/1000000  -475799/500000  -300791/1000000
973403/1000000  243141/1000000  -547141/1000000  -415713/500000
-224231/250000  -438363/1000000  -14361/15625  97789/250000
-22001/25000  237131/500000  753323/1000000  66229/100000
-80089/125000  192437/250000  -68437/1000000  99883/100000
364041/1000000  -931417/1000000  6149/6250  49219/250000
-723939/1000000  -170857/250000  979581/1000000  -52789/250000
11163/50000  -974637/1000000  -4981/5000  -33757/500000
-302117/500000  -15867/20000  98451/1000000  -993459/1000000
-997583/1000000  5823/250000  71927/1000000  999079/1000000
638219/1000000  385217/500000  -24603/31250  613393/1000000
-905461/1000000  -105099/250000  782353/1000000  -622189/1000000
-52551/62500  542897/1000000  91907/100000  -79263/200000
-43329/50000  248593/500000  -7713/8000  65779/250000
-48303/250000  -15311/15625  -219733/500000  -89441/100000
-104253/125000  -136963/250000  -603659/1000000  797901/1000000
170149/500000  -938533/1000000  127149/1000000  993641/1000000
540421/1000000  -26249/31250  -204949/1000000  -244231/250000
-443547/500000  457567/1000000  19561/25000  -31149/50000
917419/1000000  101787/250000  -495761/500000  -101061/1000000
175061/250000  716939/1000000  -973481/1000000  108559/500000
-993189/1000000  17769/200000  843883/1000000  541783/1000000
-955513/1000000  57839/200000  -520731/1000000  -170459/200000
425123/500000  -131991/250000  -120853/125000  122671/500000
-995391/1000000  1399/25000  145483/250000  408481/500000
896803/1000000  -219863/500000  -747353/1000000  332873/500000
92999/250000  465241/500000  -186859/200000  70611/200000
-199761/200000  8293/500000  -458701/1000000  889549/1000000
-449527/1000000  446783/500000  -272487/500000  838857/1000000
-10804/15625  -718407/1000000  -5967/10000  804433/1000000
85569/200000  908219/1000000  -123563/125000  -75239/500000
732329/1000000  137043/200000  -839191/1000000  -21571/40000
-317443/1000000  237453/250000  -378231/500000  327537/500000
-239401/500000  439503/500000  764897/1000000  -644849/1000000
-11187/12500  443649/1000000  136691/200000  9163/12500
463919/1000000  -221/250  -618249/1000000  -784173/1000000
44089/100000  902403/1000000  71503/200000  936819/1000000
84603/100000  -267181/500000  -806913/1000000  -584831/1000000
1000807/1000000  13583/200000  -747243/1000000  -660067/1000000
-928227/1000000  -182837/500000  -474713/500000  -155663/500000
204781/500000  28583/31250  987727/1000000  7049/40000
430437/500000  -505781/1000000  231699/250000  76867/200000
-182103/250000  685463/1000000  -489211/500000  -199931/1000000
-38941/250000  989047/1000000  35407/1000000  500459/500000
-990713/1000000  -53883/500000  -247913/500000  867503/1000000
-234313/1000000  -484967/500000  -513121/1000000  429481/500000
50523/250000  -61083/62500  -419/500  135913/250000
-440967/500000  -46453/100000  696763/1000000  -716399/1000000
481441/500000  8727/31250  -995959/1000000  34091/500000
109837/125000  -239787/500000  308667/500000  395123/500000
-33121/200000  -30781/31250  883659/1000000  -470973/1000000
309347/500000  -196459/250000  212813/500000  -905053/1000000
-5427/25000  -974029/1000000  -110133/1000000  -99253/100000
222611/250000  -458827/1000000  139053/250000  832231/1000000
-829437/1000000  -138253/250000  361331/1000000  -185963/200000
65263/100000  -758031/1000000  206353/250000  573029/1000000
415599/500000  141001/250000  151837/250000  796903/1000000
15783/20000  617033/1000000  -239643/500000  -438717/500000
2347/500000  501109/500000  -912471/1000000  -100479/250000
97/320  953873/1000000  985873/1000000  176739/1000000
993803/1000000  -11971/100000  554357/1000000  20863/25000
211099/1000000  -97537/100000  -71107/125000  823871/1000000
-830771/1000000  -17227/31250  -198037/200000  -114291/1000000
351337/500000  -355519/500000  508997/1000000  -859023/1000000
-934231/1000000  69903/200000  -699309/1000000  715667/1000000
440503/500000  -95729/200000  675133/1000000  371993/500000
14656/15625  -172207/500000  -320019/500000  767967/1000000
-168597/500000  235681/250000  38803/500000  -995699/1000000
996409/1000000  105271/1000000  27883/125000  -973017/1000000
185647/250000  5391/8000  479311/500000  296027/1000000
72423/100000  -689607/1000000  -81881/100000  11489/20000
-207811/250000  110783/200000  -883759/1000000  -7257/15625
-864613/1000000  -124539/250000  -31063/31250  -41493/500000
906639/1000000  213629/500000  -491073/500000  43909/250000
-152621/500000  -18971/20000  236061/250000  -66371/200000
119247/125000  -307523/1000000  -2599/3125  554639/1000000
-647/10000  -249137/250000  224903/250000  -217923/500000
26377/62500  -904943/1000000  -7201/10000  -343693/500000
87183/125000  28931/40000  171359/500000  94243/100000
-27907/31250  445101/1000000  941377/1000000  343593/1000000
-196379/200000  -10413/62500  -145669/200000  686501/1000000
386877/500000  127683/200000  -706093/1000000  353159/500000
-105579/200000  -844047/1000000  527543/1000000  -423693/500000
265461/1000000  965231/1000000  86603/200000  -180183/200000
516537/1000000  -853703/1000000  -192121/200000  -268039/1000000
495373/500000  -38923/250000  -918889/1000000  -389941/1000000
-148883/250000  -39977/50000  -995677/1000000  -6509/100000
726233/1000000  -691069/1000000  194679/200000  -47823/200000
189251/250000  657817/1000000  -417901/1000000  454921/500000
165737/200000  70817/125000  117593/500000  -969447/1000000
-945089/1000000  -313277/1000000  -150289/250000  797011/1000000
-24799/25000  -96109/1000000  499317/500000  38347/500000
-360193/500000  -345609/500000  21743/31250  36077/50000
78937/250000  -948811/1000000  -78217/125000  -31099/40000
-193167/200000  128341/500000  -203047/1000000  -488803/500000
-18137/62500  957383/1000000  887287/1000000  58009/125000
-189653/1000000  98363/100000  386129/1000000  925449/1000000
386923/500000  -632363/1000000  -401759/500000  -147991/250000
17753/62500  961341/1000000  -992103/1000000  -12569/125000
-494361/500000  -131241/1000000  -124783/200000  -194831/250000
37691/1000000  -998817/1000000  -108679/125000  -244483/500000
242027/1000000  486473/500000  745987/1000000  -668459/1000000
501491/500000  -14791/500000  -756297/1000000  -649271/1000000
213641/1000000  -97559/100000  -274697/500000  835247/1000000
704767/1000000  -354581/500000  896901/1000000  -445407/1000000
-561407/1000000  -823903/1000000  -155419/250000  392283/500000
39817/40000  -353/3125  -431177/1000000  -224851/250000
-243157/250000  222959/1000000  859139/1000000  -256967/500000
421381/1000000  -452647/500000  -62983/100000  777879/1000000
998959/1000000  47097/500000  -7499/12500  -797193/1000000
141437/250000  82927/100000  -149383/200000  -660463/1000000
496803/500000  -26773/200000  -819181/1000000  -284649/500000
497337/500000  138967/1000000  -191269/200000  -893/3125
693033/1000000  361689/500000  500357/500000  17171/500000
444407/1000000  897939/1000000  593581/1000000  404627/500000
17891/20000  448119/1000000  -426089/1000000  14151/15625
406507/1000000  1471/1600  -5751/6250  97361/250000
465179/1000000  88739/100000  9803/50000  -979271/1000000
859847/1000000  258959/500000  194721/200000  123681/500000
-606567/1000000  397179/500000  134133/250000  848083/1000000
-42853/125000  -468577/500000  195357/200000  108039/500000
12009/250000  -996479/1000000  -811053/1000000  -72497/125000
932977/1000000  -178019/500000  54243/500000  -496027/500000
273331/1000000  -191863/200000  -958977/1000000  55967/200000
164559/500000  947797/1000000  -191713/200000  69397/250000
-47873/50000  -276423/1000000  927477/1000000  76653/200000
85129/200000  -453553/500000  191119/200000  -155079/500000
234499/250000  -351643/1000000  -888061/1000000  -7068/15625
-65071/200000  59259/62500  -486581/500000  -53827/250000
-923793/1000000  -189883/500000  -990021/1000000  14231/125000
585813/1000000  -202821/250000  9437/62500  -492631/500000
193391/500000  -460637/500000  803133/1000000  -597621/1000000
-19053/62500  953733/1000000  973663/1000000  24299/100000
947993/1000000  322063/1000000  -147141/500000  -951977/1000000
-901897/1000000  -107057/250000  721109/1000000  -691201/1000000
3687/50000  -995887/1000000  41657/50000  55787/100000
-160671/1000000  -15413/15625  557279/1000000  -827991/1000000
194469/200000  240759/1000000  -497347/500000  14493/200000
199801/250000  -149827/250000  -773857/1000000  316967/500000
1327/8000  987777/1000000  -49361/100000  869921/1000000
-464137/1000000  -55079/62500  -6919/20000  941111/1000000
-17241/100000  -491739/500000  -65967/100000  -373583/500000
-206577/1000000  980297/1000000  -184063/200000  388013/1000000
183789/200000  395519/1000000  -450727/1000000  -222667/250000
